emp_no,first_name,last_name,title,from_date,salary,rn
73841,Xiaocheng,Beznosov,Senior Staff,1985-06-02,71616,1
73842,Seongbin,Esteva,Senior Staff,1997-11-07,76465,1
73855,Greger,Blokdijk,Senior Staff,1992-06-20,70976,1
73868,Moon,Goodrum,Engineer,1997-06-22,79654,1
73880,Katsuyuki,Gente,Assistant Engineer,1986-05-26,40000,1
73883,Lihong,Comellas,Senior Staff,1993-01-04,82880,1
73885,Gianluca,Farrow,Engineer,1996-11-24,40000,1
73891,Rasikan,Rebaine,Senior Staff,1985-08-31,80024,1
73901,Arif,Ernst,Engineer,1998-09-06,54929,1
73911,Ziya,Syrotiuk,Senior Staff,1985-03-11,40000,1
73914,Atreyi,Smailagic,Engineer,1988-06-11,40000,1
73921,Maja,Rijsenbrij,Engineer,1988-03-21,40000,1
73937,Kagan,Moehrke,Senior Staff,1988-11-21,56500,1
73952,Georgy,Matzov,Engineer,1988-04-04,54749,1
73965,Tonia,Verhaegen,Engineer,1998-09-08,40000,1
73969,Yongdong,Prampolini,Engineer,1996-10-16,40140,1
73972,Makato,Biron,Senior Staff,1985-09-18,75625,1
73984,Ioana,Peltason,Senior Engineer,1987-01-23,40251,1
73996,Sachar,Yamaashi,Engineer,1985-08-12,40000,1
74014,Hilary,Benaini,Engineer,1991-10-25,44130,1
74015,Parke,Lubachevsky,Senior Staff,1987-02-11,68789,1
74021,Qiwen,Baba,Senior Engineer,2000-05-24,52086,1
74024,Dinkar,Cools,Senior Engineer,2000-01-18,84359,1
74025,Paloma,Figueira,Engineer,1986-02-11,40000,1
74027,Goo,Openshaw,Engineer,1991-01-09,48363,1
74042,Rosine,Kaiserswerth,Engineer,1987-12-30,83655,1
74046,Jungsoon,Birta,Senior Engineer,1994-02-02,55534,1
74048,Krister,Mandell,Engineer,1989-06-29,40000,1
74050,Greger,Staylopatis,Senior Engineer,1998-01-21,40000,1
74056,Fumitake,Ishibashi,Engineer,1997-03-28,49164,1
74069,Bluma,Schusler,Senior Staff,1987-04-07,75624,1
74084,Hatem,Vasanthakumar,Senior Staff,1987-06-27,59734,1
74101,Debaprosad,Porenta,Technique Leader,1999-10-30,51287,1
74106,Sailaja,Uchoa,Senior Staff,1987-02-16,67742,1
74116,Adit,Couchot,Engineer,1995-07-16,40000,1
74122,Sushant,Cappello,Senior Staff,1988-01-27,40000,1
74126,Dulce,Bala,Senior Engineer,1987-01-03,64060,1
74151,Munehiro,Bahl,Senior Staff,1988-02-06,76340,1
74156,Bodo,Lovengreen,Senior Staff,1985-09-10,40000,1
74164,Yakichi,Ambroszkiewicz,Senior Engineer,1991-04-14,48103,1
74166,Shawna,Beidas,Senior Staff,1996-05-14,43899,1
74169,Eldridge,Baek,Senior Engineer,1997-08-10,40706,1
74176,Mariangiola,Conte,Engineer,1987-03-03,45366,1
74177,Charmane,Azumi,Senior Staff,1987-06-04,40000,1
74182,Takushi,Stasinski,Senior Staff,1985-11-07,40000,1
74184,Demin,Crelier,Senior Engineer,1986-08-12,61716,1
74186,Nectarios,Landherr,Senior Staff,1987-07-18,52913,1
74188,Kersti,Cronau,Senior Engineer,1994-08-01,41541,1
74202,Aamer,Schneeberger,Engineer,1987-10-15,48172,1
74233,Zvonko,Spell,Assistant Engineer,1992-02-03,40000,1
74246,Tomofumi,Erdi,Senior Staff,2001-12-30,99729,1
74258,Apostol,Hemaspaandra,Senior Staff,1986-06-10,40000,1
74271,Guther,Coombs,Senior Staff,1992-10-08,79587,1
74273,Rosita,Gladwell,Engineer,1987-11-15,40000,1
74286,Ramya,Bugaenko,Senior Engineer,1992-10-11,40000,1
74301,Leaf,Sethi,Engineer,1986-12-12,45021,1
74315,Kristinn,Henseler,Engineer,1998-10-26,40000,1
74316,Eran,Desikan,Senior Staff,1987-01-18,73441,1
74323,Katsuo,Yetto,Engineer,1988-11-03,48439,1
74327,Aloke,Rahier,Senior Staff,1993-05-26,40000,1
74332,Brigham,Impagliazzo,Engineer,1997-10-15,42665,1
74342,Jamaludin,Fiutem,Senior Staff,1986-05-31,87368,1
74353,Shan,Rajala,Engineer,1998-12-30,51591,1
74354,Aron,Lorys,Senior Staff,1988-06-28,40000,1
74358,Mohammad,Lanteri,Senior Staff,1987-03-06,71479,1
74388,Mokhtar,Miyakawa,Senior Engineer,1994-05-01,54421,1
74406,Jaber,Tzvieli,Engineer,1985-11-05,40514,1
74408,Padma,Rodite,Engineer,1997-04-21,58467,1
74413,Juichirou,Nitta,Engineer,1999-11-28,51003,1
74420,Horward,Marsiglia,Senior Staff,1985-08-02,73505,1
74425,Shakhar,Pero,Technique Leader,1988-02-17,50240,1
74447,Atilio,Hebert,Senior Staff,1988-09-08,40000,1
74450,Ortrun,Radivojevic,Engineer,1995-01-02,40000,1
74458,Gennady,Guenter,Engineer,1989-03-01,52323,1
74481,Theirry,Restivo,Engineer,1996-03-27,40000,1
74493,Susanne,Chelton,Assistant Engineer,1988-11-10,54053,1
74494,Jongsuk,Czap,Engineer,1987-12-07,46311,1
74502,Bedrich,Delaune,Senior Staff,1986-04-06,40000,1
74506,Becky,Picaronny,Staff,1998-12-26,74502,1
74514,Rosalyn,Benzmuller,Senior Engineer,1994-01-19,56611,1
74537,Sanjay,Samarati,Senior Staff,1999-09-10,40000,1
74542,Adin,Naumovich,Senior Staff,1988-06-20,74942,1
74571,Atilio,Viele,Engineer,1987-11-12,95687,1
74573,Torsten,DeMori,Senior Engineer,1996-12-22,56150,1
74576,Sanjiv,Mundy,Senior Engineer,1986-03-27,44608,1
74585,Youssef,Maliniak,Engineer,1998-08-18,40000,1
74605,Kayoko,Berstel,Engineer,1994-01-19,66119,1
74609,Divier,Conta,Engineer,2001-12-21,41187,1
74618,Sanjiv,Zyda,Engineer,1996-12-01,50834,1
74634,Gad,Strandh,Senior Staff,1987-11-27,40000,1
74639,Heeju,Cooley,Technique Leader,1985-02-20,43157,1
74642,Billur,Range,Assistant Engineer,1988-03-14,40000,1
74656,Mayuri,Radivojevic,Engineer,1987-10-05,48554,1
74672,Vishu,Genther,Senior Engineer,1996-02-17,40000,1
74681,Marjo,Passafiume,Engineer,1994-03-15,61850,1
74683,Takanari,Clouatre,Senior Staff,1988-07-20,61336,1
74684,Oguz,Bernatsky,Senior Staff,1991-06-10,64613,1
74690,Kristin,Streit,Engineer,1988-03-03,60074,1
74695,Bluma,Yamaashi,Engineer,1987-04-25,51493,1
74699,Moon,Rotem,Assistant Engineer,1986-02-11,40000,1
74706,Fen,Tibblin,Engineer,1991-09-08,52180,1
74723,Sibyl,Chiodo,Engineer,1988-09-28,73177,1
74733,Val,Sabnani,Senior Staff,1985-08-27,70874,1
74742,Troy,Gurbaxani,Senior Engineer,1988-06-07,40000,1
74766,Mats,Nitta,Technique Leader,1996-11-23,42819,1
74772,Anoosh,Esteva,Staff,1996-10-15,64329,1
74779,Beshir,Thibadeau,Staff,1995-01-24,64227,1
74783,Eckart,Schaaf,Engineer,1986-07-10,65655,1
74802,Mingzeng,Demizu,Technique Leader,1988-03-06,49280,1
74811,Khatoun,Pardalos,Engineer,1988-11-17,53056,1
74817,Quingbo,Ranai,Staff,1988-12-30,43296,1
74837,Vitaly,Gunderson,Senior Staff,1988-07-22,40000,1
74851,Takanari,Ratzlaff,Senior Staff,1987-01-14,42705,1
74868,Shuji,Parfitt,Senior Staff,1986-08-28,43508,1
74878,Mark,Leaver,Engineer,1988-09-15,50609,1
74883,Yonghoan,Hofman,Engineer,1993-10-28,40337,1
74888,Falguni,Jansen,Engineer,1986-11-12,40000,1
74897,Ayonca,Danlos,Senior Staff,1986-11-19,50069,1
74903,Xinan,Farris,Senior Staff,1985-04-01,50356,1
74907,Golgen,Murtha,Senior Engineer,1985-11-10,40000,1
74914,Xiaopeng,Melter,Senior Engineer,1991-12-14,71780,1
74921,Holgard,Rehfuss,Senior Engineer,1988-11-06,67629,1
74922,Etsuo,Milicic,Engineer,1988-08-25,40000,1
74923,Geoffry,Pepe,Engineer,2001-08-29,50867,1
74935,Manohar,Vendrig,Engineer,1993-08-13,40000,1
74938,Mohit,Felcyn,Engineer,1993-09-11,42244,1
74939,Rimli,Valiente,Senior Engineer,2002-07-19,40000,1
74950,Weidon,Trelles,Technique Leader,1999-01-20,40000,1
74958,Mantis,Rissland,Senior Staff,1987-12-05,41636,1
74965,Owen,Babu,Senior Staff,1988-04-24,67482,1
74984,Udi,Thorensen,Staff,1997-03-06,68929,1
75007,Yunming,Bharadwaj,Engineer,1996-01-31,40000,1
75020,Lidong,Cannard,Senior Staff,1987-11-01,40000,1
75042,Rance,Negoita,Staff,1999-03-03,64290,1
75051,Roddy,Mansanne,Senior Staff,1986-08-19,67846,1
75052,Angus,Kroha,Senior Staff,1986-10-07,49369,1
75061,Jeanne,Benner,Senior Staff,1985-06-14,75234,1
75064,Insup,Kalorkoti,Senior Staff,1987-01-20,40000,1
75065,Chenyi,Sinitsyn,Senior Staff,1987-03-08,50867,1
75066,Aiman,Mungall,Senior Staff,1989-09-02,43279,1
75068,Vasilii,Rando,Senior Staff,1988-03-16,51094,1
75074,Koldo,Gyimothy,Senior Engineer,1987-12-02,67491,1
75076,Licheng,Ratnakar,Senior Staff,1994-04-14,56337,1
75081,Vesna,Gien,Staff,2000-01-12,89182,1
75086,Sorina,Passino,Engineer,1991-07-22,41895,1
75096,Faiza,Himler,Staff,1986-11-20,68790,1
75114,Lillian,Ladret,Senior Staff,1986-06-20,67056,1
75126,Arif,Schaar,Engineer,1989-03-12,40000,1
75129,Kayoko,Potthoff,Senior Staff,1985-09-10,40000,1
75133,Tayeb,Spataro,Senior Staff,1990-04-10,56805,1
75134,Rimli,Cullers,Senior Staff,1988-05-25,72006,1
75142,Uwe,Speckmann,Staff,2000-12-29,81072,1
75151,Weicheng,Gecsei,Senior Staff,1992-11-19,40000,1
75166,Aamod,Snyers,Engineer,1996-11-14,71375,1
75172,Xianlong,Kohling,Senior Engineer,1999-12-09,48451,1
75186,Filipp,Miyakawa,Senior Staff,1989-09-29,59874,1
75192,Zejun,Speer,Senior Engineer,1986-11-23,48460,1
75196,Marla,Kenevan,Senior Staff,1995-06-23,42682,1
75201,Boguslaw,Basagni,Senior Staff,1986-10-29,62433,1
75218,Jaroslava,Fujisawa,Engineer,1988-07-13,51557,1
75221,Bilhanan,Pelc,Senior Staff,1986-03-15,40000,1
75226,Nechama,Couchot,Senior Engineer,1996-06-20,46501,1
75228,Sadok,Bierman,Senior Engineer,1989-12-26,40560,1
75236,Supot,Lorin,Engineer,1986-04-11,40000,1
75249,Parto,Junet,Staff,1994-06-03,40000,1
75253,Kwee,Schaar,Engineer,1988-12-21,40000,1
75272,Hidekazu,Imataki,Engineer,1989-06-04,40000,1
75277,Arne,Demri,Staff,1996-12-12,87230,1
75285,Shahid,Ranft,Senior Engineer,1988-03-03,62245,1
75290,Maren,Kobara,Staff,1998-01-02,40000,1
75292,Lucien,Cairo,Senior Staff,1987-01-10,44885,1
75308,Selwyn,Gire,Senior Staff,1989-09-05,40000,1
75309,Shih,Weisert,Senior Staff,1986-12-26,58381,1
75314,Valter,Ranst,Senior Staff,1988-03-03,85932,1
75335,Supot,Versino,Senior Staff,1988-06-08,47284,1
75347,Aemilian,Simmen,Assistant Engineer,1993-01-25,40000,1
75370,Kwee,Alameldin,Senior Staff,1994-03-09,71492,1
75379,Geraldo,Desikan,Technique Leader,1986-08-21,40000,1
75388,Angus,Cangellaris,Senior Staff,1985-02-16,40000,1
75390,Ulf,Gewali,Senior Staff,1987-07-24,40000,1
75406,Paraskevi,Luca,Senior Staff,1985-09-17,71315,1
75416,Chanjung,Pell,Engineer,1986-05-19,40000,1
75417,Arif,Sanella,Engineer,1987-02-22,44184,1
75418,Kristine,Kroll,Engineer,1987-07-27,40000,1
75435,Maria,Veccia,Technique Leader,1995-11-04,44486,1
75456,Lalit,Edelhoff,Technique Leader,1997-05-11,40000,1
75471,Karoline,Simmen,Senior Staff,1988-06-19,64883,1
75477,Dekang,Tsukuda,Senior Engineer,1986-10-17,40000,1
75505,Jacopo,Isaac,Staff,1985-06-18,57647,1
75506,Lokesh,Nastansky,Engineer,1986-02-11,71540,1
75511,Jianhua,Luby,Engineer,1996-03-14,40000,1
75514,Jaihie,Ozeri,Engineer,1985-08-09,40000,1
75530,Martial,Beutelspacher,Staff,1993-08-29,76080,1
75533,Tomoyuki,Coorg,Senior Staff,1986-01-05,69617,1
75538,Alenka,Krohm,Senior Engineer,1996-04-08,76716,1
75546,Geoffrey,Samarati,Senior Engineer,1986-01-03,40000,1
75549,King,Schiettecatte,Senior Staff,1985-02-21,72720,1
75551,Sreekrishna,Schrift,Technique Leader,1986-10-24,53699,1
75561,Nahum,Jervis,Technique Leader,1987-08-18,52299,1
75568,Susanta,Meszaros,Engineer,1995-12-16,40000,1
75574,Utpal,Melton,Staff,1986-01-28,79671,1
75589,Sudharsan,Ghazalie,Senior Staff,2001-05-09,41806,1
75640,Bokyung,Pocchiola,Senior Staff,1986-10-09,87570,1
75643,Chrisa,Oberman,Senior Engineer,1990-04-16,40000,1
75646,Hideo,Cools,Engineer,1987-03-06,40000,1
75659,Saniya,Riefers,Technique Leader,1998-01-10,41129,1
75668,Sarita,Bratsberg,Senior Staff,1993-04-07,82285,1
75688,Adamantios,Crooks,Staff,1998-08-22,58658,1
75695,Patricia,Speek,Engineer,1987-04-20,40000,1
75699,Toshimi,Uhrig,Senior Staff,1988-03-06,54831,1
75704,Sanjoy,Zweizig,Engineer,1987-09-16,40000,1
75712,Aleksander,Sooriamurthi,Senior Engineer,1985-12-09,52333,1
75717,Waiman,Schach,Engineer,1991-11-06,59233,1
75722,Poorav,Furudate,Senior Staff,1989-03-27,45530,1
75725,Stella,Rijsenbrij,Senior Staff,1990-01-07,55633,1
75737,Koldo,Jording,Senior Staff,1988-12-26,71231,1
75740,Mang,Range,Senior Engineer,1995-01-04,40000,1
75741,Candido,Birsak,Senior Staff,1985-07-09,71341,1
75748,Xuejia,Varman,Senior Staff,1989-07-18,64885,1
75755,Harjit,Mullainathan,Engineer,1987-02-27,40119,1
75785,Zissis,Irland,Senior Staff,1985-03-24,53290,1
75805,Berry,Benveniste,Senior Staff,1987-08-18,54047,1
75832,Guiseppe,Sherertz,Engineer,1997-06-19,52362,1
75840,Unal,Baar,Senior Staff,1988-09-15,80223,1
75851,Gor,Leonhardt,Engineer,2000-06-12,40000,1
75854,Shahab,Grabner,Engineer,1991-07-27,52809,1
75868,Marko,Sadowski,Staff,1998-09-30,56136,1
75874,Tsz,Cusworth,Staff,1999-08-17,40000,1
75885,Tua,Strehl,Senior Staff,1987-11-16,49260,1
75891,Przemyslawa,Moffat,Staff,1997-07-07,45509,1
75900,Uri,Deverell,Senior Staff,1987-03-30,61099,1
75911,Jessie,Lipner,Engineer,1990-12-18,71590,1
75914,Ortrun,Mersereau,Senior Staff,1990-08-02,67441,1
75915,Luisa,Maierhofer,Engineer,1994-01-31,40000,1
75916,Dante,Besselaar,Engineer,1998-04-24,42232,1
75918,Maik,Rodiger,Engineer,1993-07-29,40000,1
75923,Paddy,Krichel,Engineer,1993-02-20,40000,1
75927,Mooi,Debuse,Technique Leader,1993-08-08,51255,1
75938,Naraig,McFarlan,Technique Leader,1985-11-28,40000,1
75944,Deborah,Rohrbach,Engineer,1985-10-02,40000,1
75952,Luerbio,Toyoshima,Engineer,2001-06-19,47326,1
75956,Zine,Gaughan,Engineer,1995-01-21,40000,1
75965,Geraldo,Babu,Senior Staff,1989-09-29,40000,1
75971,Honesty,Kisuki,Senior Engineer,1989-06-16,54962,1
75983,Martins,Kermarrec,Staff,1997-12-09,40000,1
75990,Irene,Montemayor,Staff,1992-05-04,45551,1
75994,Muzhong,Michaeli,Senior Staff,1986-04-01,64613,1
75996,Eberhardt,Langford,Engineer,1989-03-18,40000,1
76006,Filipp,Vakili,Engineer,1985-04-16,40000,1
76012,Barton,Hofting,Senior Engineer,1989-06-15,76180,1
76018,Leon,Honglei,Senior Staff,1998-10-24,40000,1
76022,Xuejia,Hanabata,Assistant Engineer,1987-06-26,40000,1
76030,True,Jakobus,Senior Staff,1991-06-30,40000,1
76050,Perry,Pramanik,Engineer,1988-01-27,46334,1
76077,Yunming,McAlpine,Senior Staff,1997-02-13,40000,1
76078,Hausi,Poehlman,Senior Staff,1988-03-05,87522,1
76085,Christfried,Bratsberg,Technique Leader,1993-01-29,71936,1
76092,Manohar,Sevcikova,Staff,1991-03-05,40000,1
76104,True,Garrabrants,Staff,1994-09-12,45296,1
76121,Ioana,Vakili,Engineer,1986-11-10,40000,1
76136,Sakthirel,Rando,Staff,1998-05-11,40000,1
76137,Utz,Llado,Senior Staff,1987-07-26,40000,1
76139,Mark,Speer,Senior Staff,1988-07-30,85585,1
76142,Nikolaos,Ambroszkiewicz,Senior Staff,1995-07-20,88018,1
76143,Perla,Cappelletti,Senior Staff,1987-08-08,54568,1
76144,Khue,Clemencon,Technique Leader,1988-10-31,40000,1
76145,Mitsuyuki,Byoun,Technique Leader,1986-10-19,43979,1
76151,Manton,Marakhovsky,Engineer,1992-08-30,40000,1
76159,Almudena,Molenaar,Engineer,2001-06-22,70738,1
76177,Kerryn,Sommen,Technique Leader,1993-08-28,40000,1
76198,Toshiki,Waeselynck,Engineer,1986-06-01,50818,1
76211,Kenton,Hashii,Senior Staff,1991-09-14,47848,1
76225,Dinkar,Zumaque,Senior Staff,1996-04-05,61079,1
76234,Takahito,Lovengreen,Engineer,1987-04-06,40000,1
76239,Nectarios,Baca,Assistant Engineer,1986-07-14,58939,1
76247,Mads,Azuma,Senior Staff,1988-10-03,82475,1
76250,Fumiyo,Linnainmaa,Assistant Engineer,1991-03-07,40000,1
76252,Marco,Khamsi,Senior Staff,1987-05-21,53468,1
76265,Doowon,Stavenow,Assistant Engineer,1987-10-17,48981,1
76277,Yuqun,Schieder,Senior Staff,1987-07-01,40000,1
76278,Oldrich,Heiserman,Engineer,1987-03-17,40000,1
76293,Nagui,Reinhart,Engineer,1985-04-03,56496,1
76300,Ranga,Luan,Senior Staff,1995-08-03,82199,1
76322,Sanjoy,Pepe,Senior Staff,1986-09-06,62824,1
76325,Rosalie,Maierhofer,Staff,1999-03-21,75110,1
76331,Jaroslava,Delgrange,Staff,1999-08-25,71238,1
76339,Aloys,Ohori,Assistant Engineer,1996-01-13,40000,1
76358,Jordanka,Chinal,Senior Engineer,1985-06-03,42161,1
76373,Duangkaew,Tsunoo,Senior Staff,1989-06-23,40000,1
76374,Giao,Brookman,Engineer,1997-05-05,49230,1
76396,Khun,Kakkad,Senior Staff,1988-04-14,40000,1
76398,Younwoo,Heijenga,Senior Staff,2002-04-24,40000,1
76408,JiYoung,Ananiadou,Engineer,1988-01-11,52122,1
76425,Kshitij,Hockney,Engineer,1987-11-21,40000,1
76427,Dhritiman,Conte,Senior Staff,1988-01-26,62489,1
76443,Ute,Arlazarov,Senior Staff,1985-05-04,54959,1
76444,Geoff,Validov,Senior Engineer,1987-10-12,46190,1
76455,Jolita,Redmiles,Staff,1987-01-29,76827,1
76465,Jessie,Smailagic,Senior Engineer,1991-10-04,58695,1
76477,Fumitake,Callaway,Engineer,1990-05-22,65586,1
76484,Leucio,Raoux,Staff,1988-01-15,40000,1
76488,Baruch,Sridhar,Technique Leader,1997-07-27,50923,1
76493,Mansur,Oxman,Senior Staff,1992-06-02,55377,1
76516,Arnd,Kroll,Senior Staff,1989-06-29,48406,1
76521,Uinam,Fritzsche,Engineer,1999-08-24,40000,1
76530,Honesty,Benner,Engineer,1988-09-09,40000,1
76536,Mikhail,Daescu,Senior Engineer,2001-12-04,40000,1
76539,Cordelia,Monarch,Engineer,1987-02-05,40000,1
76541,Nigel,Bharadwaj,Senior Staff,1987-03-04,55935,1
76543,Reinhold,Miculan,Staff,1986-11-14,44805,1
76549,Goetz,Narwekar,Senior Staff,1986-04-21,57651,1
76562,Renee,Basart,Senior Staff,1986-10-30,65292,1
76586,Karlis,Schurmann,Engineer,1987-07-07,69510,1
76590,Mats,Bazelow,Senior Staff,1987-08-30,57753,1
76605,Randy,Slobodova,Senior Staff,1991-11-30,71334,1
76642,Hein,Goldhammer,Engineer,1985-12-05,48958,1
76644,Huei,Junet,Engineer,2001-12-19,71195,1
76667,Luisa,Puppe,Senior Staff,1988-07-05,57004,1
76672,Remko,Peris,Engineer,1997-06-28,40000,1
76673,Cathie,Rando,Engineer,1988-02-18,51965,1
76680,Uriel,Collette,Senior Staff,1989-01-07,40000,1
76687,Heeju,Siochi,Senior Engineer,1987-01-07,78762,1
76689,Mansur,Steinauer,Engineer,1993-06-15,46470,1
76690,Shaowen,Danley,Engineer,1987-01-12,62839,1
76696,Saniya,Steenbeek,Staff,1998-02-27,56373,1
76703,Hairong,Huttel,Engineer,1992-01-08,59619,1
76704,Valery,Shackel,Engineer,1988-09-10,57468,1
76709,Berto,Georg,Engineer,1988-07-11,40000,1
76724,Gino,Lueh,Senior Staff,1987-05-25,40000,1
76727,Valeri,Dusink,Engineer,1988-04-28,56046,1
76743,Mechthild,Simmel,Senior Staff,1988-10-21,54202,1
76749,Luise,Raoux,Staff,1994-08-01,52584,1
76750,Tomoyuki,Eastman,Technique Leader,1994-07-27,45909,1
76754,Sanjay,Roison,Engineer,1987-11-22,40000,1
76759,Zvonko,Hammerschmidt,Staff,1999-02-16,78279,1
76760,Adib,Bale,Assistant Engineer,1993-02-04,48303,1
76761,Raimond,Aloia,Senior Staff,1987-02-14,72745,1
76764,Shuzo,Gien,Engineer,1988-10-28,40000,1
76766,Sariel,Maierhofer,Senior Staff,1987-08-27,40000,1
76772,Gao,Garigliano,Senior Engineer,1991-03-07,42932,1
76775,Arfst,Pietrzykowski,Engineer,1988-04-25,42433,1
76786,Tomofumi,Karlin,Engineer,1993-09-13,40000,1
76809,Sariel,Zhiwei,Senior Engineer,1989-12-20,40000,1
76811,Ronnie,Kushner,Staff,1997-05-15,58545,1
76813,Tua,Pietrzykowski,Engineer,1991-02-26,57616,1
76816,Aamod,Terlouw,Engineer,1996-03-18,42142,1
76822,Rafail,Gniady,Engineer,1986-07-03,40000,1
76825,Sasan,Zaumen,Senior Engineer,1997-10-27,43803,1
76843,Dmitri,Bhattacharjee,Engineer,1989-03-26,40000,1
76853,Sanjit,Puppo,Engineer,1990-05-28,56045,1
76878,Abdelwaheb,Turnbull,Staff,1995-07-30,64870,1
76886,Shaw,Makrucki,Engineer,1989-08-04,53551,1
76895,Souichi,Meriste,Engineer,1993-04-01,50137,1
76897,Achilleas,Bamford,Engineer,1999-07-27,50411,1
76899,Hongzhu,Comte,Engineer,1987-06-05,43647,1
76905,Honesty,Rajcani,Staff,1994-02-06,40000,1
76909,Samphel,Luft,Engineer,1992-12-05,40000,1
76916,Yonghong,Morton,Engineer,1985-03-19,49653,1
76923,Shigehito,Blokdijk,Engineer,1994-06-22,52481,1
76957,Saniya,Rosca,Technique Leader,1988-05-14,65976,1
76961,Luisa,Nishimukai,Engineer,1987-05-26,56789,1
76977,Sigeru,Stroustrup,Senior Staff,1993-03-08,66149,1
76979,Claude,Fiutem,Senior Staff,1988-12-02,52198,1
76985,Amalendu,Fontan,Senior Engineer,1991-03-15,40000,1
77002,Aran,Ratnakar,Senior Engineer,1988-10-23,55048,1
77005,Hercules,Rosin,Staff,1997-09-01,76482,1
77014,Barry,Redmiles,Technique Leader,1986-04-25,40000,1
77039,Susanta,Walston,Engineer,1987-02-25,40000,1
77043,Shaibal,Argence,Senior Staff,1987-12-16,81984,1
77052,Pohua,Hagimont,Engineer,1999-07-11,44033,1
77059,Garnik,Slobodova,Senior Staff,1987-07-30,56707,1
77060,Menkae,Kleiser,Engineer,1999-01-29,40000,1
77067,Cheong,Tokunaga,Engineer,1985-06-02,48950,1
77068,Leucio,Rattan,Engineer,1994-08-03,40000,1
77081,Rance,Fritzsche,Senior Staff,1986-06-17,55308,1
77089,Renee,Wrigley,Engineer,1988-08-25,59550,1
77100,Mihalis,Baaleh,Senior Engineer,1986-12-25,41249,1
77102,Gad,Hettesheimer,Senior Staff,1985-08-07,64931,1
77138,Haldun,Karner,Staff,1997-12-04,60043,1
77144,Gill,Milicia,Senior Staff,1992-08-17,84757,1
77147,Elrique,Baez,Engineer,1999-12-13,84965,1
77159,Naftaly,Awdeh,Senior Staff,1994-11-12,50881,1
77173,Sachem,Merey,Senior Staff,1987-12-18,95344,1
77179,Gonzalo,Garigliano,Staff,1999-04-20,40000,1
77181,Aiman,Irland,Senior Engineer,1997-08-04,40000,1
77184,Vatsa,Kusakari,Senior Engineer,1993-10-17,54473,1
77186,Irene,Crooks,Senior Staff,1985-10-27,69031,1
77193,Keiichiro,Benzmuller,Assistant Engineer,1993-11-22,40000,1
77195,Owen,Birrer,Staff,1989-01-15,40000,1
77196,Lillian,Benner,Senior Staff,1985-03-13,50999,1
77201,Kiyotoshi,Butner,Staff,1999-12-13,82923,1
77205,Toshiki,Nivat,Senior Staff,2000-12-25,65533,1
77208,Bartek,Malabarba,Technique Leader,1999-11-23,61014,1
77211,Kasturi,Msuda,Senior Staff,1998-12-24,40000,1
77212,Shaowen,Einsfeld,Technique Leader,1998-11-24,40000,1
77218,Zhilian,Hettesheimer,Engineer,1997-02-10,40449,1
77225,Tomokazu,Cannard,Engineer,1986-06-04,40000,1
77231,Yuqun,Luft,Senior Engineer,1988-12-07,44555,1
77232,Kinh,Krogh,Senior Staff,1996-08-25,47571,1
77234,Kazuhisa,Krohm,Engineer,1986-05-01,60691,1
77241,Uri,Sommen,Engineer,1992-07-24,55656,1
77244,Garnet,Docker,Staff,1997-01-18,53011,1
77263,Arto,Keustermans,Senior Staff,1996-07-15,87513,1
77279,Xuejun,Burnard,Staff,1997-08-31,55081,1
77292,Berhard,Roccetti,Assistant Engineer,1995-01-25,40000,1
77295,Weijing,Taubman,Senior Staff,1985-06-17,40000,1
77297,Wanqing,Zumaque,Staff,1999-04-14,57173,1
77302,Lihong,Reinhart,Engineer,1985-12-29,43088,1
77314,Augustine,Fabrizio,Engineer,1986-12-16,62273,1
77316,Peternela,Milicic,Engineer,1987-12-13,59063,1
77324,Gila,Isaac,Senior Staff,1987-02-21,67287,1
77325,Feiyu,Brickell,Senior Staff,1994-07-03,70697,1
77331,Jolita,Restivo,Senior Staff,1988-10-14,52720,1
77334,Jaber,Hegner,Engineer,1997-02-16,60836,1
77344,Gian,Lorch,Technique Leader,1988-04-05,54163,1
77346,Shir,Walston,Senior Staff,1990-06-21,54017,1
77349,Goncalo,Butterworth,Staff,1985-07-11,40000,1
77359,Anneke,Dengi,Staff,2000-12-06,40000,1
77365,Elvia,Haddadi,Senior Staff,1987-06-19,40000,1
77374,Laurentiu,Greibach,Engineer,1987-07-23,64498,1
77378,Zissis,Crelier,Senior Engineer,1988-03-03,40000,1
77386,Bowen,McFarlan,Senior Staff,1986-07-03,71161,1
77390,Gully,Larfeldt,Senior Staff,1985-09-02,64914,1
77391,JiYoung,Polupanov,Technique Leader,1986-02-23,48200,1
77394,Mary,Wielonsky,Engineer,1986-10-14,68961,1
77406,Surveyors,Choobineh,Senior Engineer,1994-10-01,43114,1
77414,Kwun,Lienhardt,Senior Engineer,1996-05-29,40801,1
77420,Jiakeng,Masand,Engineer,1989-12-20,50676,1
77438,Dekang,Engberts,Engineer,1986-04-24,40000,1
77441,Sachio,Luca,Engineer,1987-09-21,43655,1
